source_file,frame_number,active_class_index,source_number_index,azimuth,elevation,distance
fold3_room12_mix001.csv,1136,0,1,-170,-11,155
fold3_room12_mix001.csv,1184,0,1,-170,-11,155
fold3_room12_mix001.csv,1193,0,1,-170,-11,154
fold3_room12_mix001.csv,1212,0,1,-170,-11,152
fold3_room12_mix001.csv,1228,0,1,-170,-11,155
fold3_room12_mix001.csv,1230,0,1,-170,-11,154
fold3_room12_mix001.csv,1281,0,1,-170,-11,154
fold3_room12_mix001.csv,1288,0,1,-171,-11,154
fold3_room12_mix001.csv,1301,0,1,-170,-11,155
fold3_room12_mix001.csv,1317,0,1,-171,-11,154
fold3_room12_mix001.csv,1321,0,1,-171,-11,154
fold3_room12_mix001.csv,1329,0,1,-170,-11,154
fold3_room12_mix001.csv,1405,0,1,-171,-11,155
fold3_room12_mix001.csv,1416,0,1,-171,-11,155
fold3_room12_mix001.csv,1446,0,1,-170,-11,154
fold3_room12_mix001.csv,1453,0,1,-170,-11,154
fold3_room12_mix001.csv,1459,0,1,-170,-11,155
fold3_room12_mix001.csv,1473,0,1,-170,-12,155
fold3_room12_mix001.csv,1491,0,1,-170,-11,155
fold3_room12_mix001.csv,1531,0,1,-170,-11,154
fold3_room12_mix001.csv,1536,0,2,121,-11,149
fold3_room12_mix001.csv,1544,0,2,121,-11,149
fold3_room12_mix001.csv,1554,0,1,-170,-11,155
fold3_room12_mix001.csv,1575,0,1,-170,-11,154
fold3_room12_mix001.csv,1729,0,1,-170,-11,155
fold3_room12_mix001.csv,1738,0,1,-171,-11,155
fold3_room12_mix001.csv,1745,0,1,-171,-12,155
fold3_room12_mix001.csv,1755,0,1,-169,-12,154
fold3_room12_mix001.csv,1840,0,1,-170,-11,155
fold3_room12_mix001.csv,1866,0,1,-170,-11,155
fold3_room12_mix001.csv,1875,0,1,-170,-11,155
fold3_room12_mix001.csv,1970,0,1,-170,-12,155
fold3_room12_mix001.csv,2062,0,1,-170,-11,155
fold3_room12_mix001.csv,2064,0,1,-170,-11,155
fold3_room12_mix001.csv,2126,0,1,-170,-11,155
fold3_room12_mix001.csv,2180,0,1,-170,-12,155
fold3_room12_mix001.csv,2190,0,1,-170,-12,155
fold3_room12_mix001.csv,2228,0,1,-170,-12,155
fold3_room12_mix001.csv,2237,0,1,-170,-12,155
fold3_room12_mix001.csv,2297,0,1,-170,-12,155
fold3_room12_mix001.csv,2320,0,1,-171,-11,155
fold3_room12_mix001.csv,2402,0,1,-170,-12,155
fold3_room12_mix001.csv,2415,0,1,-170,-12,155
fold3_room12_mix001.csv,2422,0,1,-170,-12,155
fold3_room12_mix001.csv,2482,0,1,-170,-11,155
fold3_room12_mix001.csv,2498,0,1,-170,-12,155
fold3_room12_mix001.csv,2514,0,1,-170,-11,155
fold3_room12_mix001.csv,2523,0,1,-170,-11,155
fold3_room12_mix002.csv,31,0,1,168,-12,150
fold3_room12_mix002.csv,40,0,1,169,-12,150
fold3_room12_mix002.csv,210,0,1,169,-11,150
fold3_room12_mix002.csv,318,0,1,169,-11,150
fold3_room12_mix002.csv,329,0,1,169,-12,150
fold3_room12_mix002.csv,333,0,1,169,-11,150
fold3_room12_mix002.csv,340,0,1,169,-11,149
fold3_room12_mix002.csv,412,0,1,169,-11,150
fold3_room12_mix002.csv,420,0,1,170,-11,151
fold3_room12_mix002.csv,451,0,1,169,-12,150
fold3_room12_mix002.csv,458,0,1,169,-12,150
fold3_room12_mix002.csv,471,0,1,169,-12,150
fold3_room12_mix002.csv,479,0,1,169,-12,150
fold3_room12_mix002.csv,496,0,1,170,-11,150
fold3_room12_mix002.csv,504,0,1,170,-11,148
fold3_room12_mix002.csv,509,0,1,169,-11,149
fold3_room12_mix002.csv,520,0,1,170,-11,150
fold3_room12_mix002.csv,537,0,1,170,-11,149
fold3_room12_mix002.csv,567,0,1,169,-11,149
fold3_room12_mix002.csv,574,0,1,169,-11,149
fold3_room12_mix002.csv,594,0,1,170,-12,144
fold3_room12_mix002.csv,647,0,1,170,-11,148
fold3_room12_mix002.csv,681,0,1,170,-12,150
fold3_room12_mix002.csv,685,0,1,170,-11,150
fold3_room12_mix002.csv,723,0,1,170,-12,150
fold3_room12_mix002.csv,731,0,1,169,-12,150
fold3_room12_mix002.csv,756,0,1,169,-12,150
fold3_room12_mix002.csv,761,0,1,170,-11,150
fold3_room12_mix002.csv,782,0,1,169,-12,149
fold3_room12_mix002.csv,791,0,1,169,-12,149
fold3_room12_mix002.csv,809,0,1,170,-12,150
fold3_room12_mix002.csv,815,0,1,170,-12,149
fold3_room12_mix002.csv,818,0,1,169,-12,149
fold3_room12_mix002.csv,827,0,1,169,-12,149
fold3_room12_mix002.csv,844,0,1,170,-11,149
fold3_room12_mix002.csv,848,0,1,170,-11,150
fold3_room12_mix002.csv,854,0,1,169,-11,149
fold3_room12_mix002.csv,897,0,1,169,-12,150
fold3_room12_mix002.csv,915,0,1,171,-11,149
fold3_room12_mix002.csv,920,0,1,170,-12,148
fold3_room12_mix002.csv,927,0,1,170,-10,151
fold3_room12_mix002.csv,962,0,1,170,-12,150
fold3_room12_mix002.csv,969,0,1,170,-12,150
fold3_room12_mix002.csv,978,0,1,170,-12,150
fold3_room12_mix002.csv,982,0,1,170,-12,150
fold3_room12_mix002.csv,995,0,1,170,-12,150
fold3_room12_mix002.csv,1012,0,1,170,-12,150
fold3_room12_mix002.csv,1015,0,1,170,-12,150
fold3_room12_mix002.csv,1267,0,1,171,-11,150
fold3_room12_mix002.csv,1290,0,1,170,-11,149
fold3_room12_mix002.csv,1329,0,1,170,-11,151
fold3_room12_mix002.csv,1333,0,1,170,-12,151
fold3_room12_mix002.csv,1338,0,1,170,-11,150
fold3_room12_mix002.csv,1345,0,1,170,-11,150
fold3_room12_mix002.csv,1403,0,1,171,-11,149
fold3_room12_mix002.csv,1416,0,1,170,-11,150
fold3_room12_mix002.csv,1424,0,1,170,-12,150
fold3_room12_mix002.csv,1438,0,1,170,-11,149
fold3_room12_mix002.csv,1452,0,1,170,-11,150
fold3_room12_mix002.csv,1573,0,1,170,-11,150
fold3_room12_mix002.csv,1578,0,1,170,-11,150
fold3_room12_mix002.csv,1859,0,1,170,-11,150
fold3_room12_mix002.csv,1864,0,1,170,-11,151
fold3_room12_mix002.csv,1873,0,1,170,-11,151
fold3_room12_mix002.csv,1887,0,1,170,-11,151
fold3_room12_mix002.csv,2093,0,1,170,-11,151
fold3_room12_mix002.csv,2153,0,1,170,-12,151
fold3_room12_mix002.csv,2157,0,1,170,-12,151
fold3_room12_mix002.csv,2178,0,1,170,-12,149
fold3_room12_mix004.csv,2970,0,1,169,-17,105
fold3_room12_mix004.csv,2974,0,1,169,-17,105
fold3_room12_mix004.csv,2978,0,1,169,-18,105
fold3_room12_mix004.csv,3001,0,1,169,-17,104
fold3_room12_mix004.csv,3056,0,1,168,-19,104
fold3_room12_mix004.csv,3060,0,1,168,-18,104
fold3_room12_mix004.csv,3070,0,1,168,-18,104
fold3_room12_mix004.csv,3158,0,1,167,-19,104
fold3_room12_mix004.csv,3184,0,1,168,-19,106
fold3_room12_mix004.csv,3196,0,1,-179,-18,126
fold3_room12_mix004.csv,3271,0,1,162,-19,102
fold3_room12_mix004.csv,3307,0,1,164,-18,103
fold3_room12_mix004.csv,3331,0,1,165,-18,104
fold3_room12_mix004.csv,3335,0,1,164,-18,103
fold3_room12_mix006.csv,99,0,2,156,-14,124
fold3_room12_mix006.csv,108,0,2,155,-13,128
fold3_room12_mix006.csv,116,0,2,155,-12,132
fold3_room12_mix006.csv,178,0,2,154,-14,124
fold3_room12_mix006.csv,181,0,2,154,-14,125
fold3_room12_mix006.csv,187,0,2,158,-13,131
fold3_room12_mix006.csv,195,0,2,159,-14,134
fold3_room12_mix006.csv,206,0,2,158,-14,131
fold3_room12_mix006.csv,235,0,2,155,-14,126
fold3_room12_mix006.csv,241,0,1,-177,-15,139
fold3_room12_mix006.csv,244,0,1,-176,-15,139
fold3_room12_mix006.csv,254,0,1,-175,-15,139
fold3_room12_mix006.csv,272,0,1,-177,-15,139
fold3_room12_mix006.csv,283,0,1,-176,-14,139
fold3_room12_mix006.csv,333,0,1,-177,-15,140
fold3_room12_mix006.csv,335,0,2,158,-14,132
fold3_room12_mix006.csv,348,0,2,157,-15,134
fold3_room12_mix006.csv,358,0,1,-176,-15,140
fold3_room12_mix006.csv,361,0,1,-177,-15,139
fold3_room12_mix006.csv,364,0,1,-177,-15,140
fold3_room12_mix006.csv,460,0,2,154,-14,122
fold3_room12_mix006.csv,462,0,2,154,-14,124
fold3_room12_mix006.csv,496,0,2,155,-14,124
fold3_room12_mix006.csv,501,0,2,155,-14,127
fold3_room12_mix006.csv,506,0,2,155,-14,127
fold3_room12_mix006.csv,518,0,2,153,-15,127
fold3_room12_mix006.csv,532,0,2,156,-14,129
fold3_room12_mix006.csv,548,0,2,157,-15,131
fold3_room12_mix006.csv,553,0,1,-177,-15,140
fold3_room12_mix006.csv,556,0,1,-177,-15,140
fold3_room12_mix006.csv,558,0,2,154,-14,125
fold3_room12_mix006.csv,561,0,2,155,-14,125
fold3_room12_mix006.csv,571,0,2,155,-13,128
fold3_room12_mix006.csv,583,0,2,155,-14,128
fold3_room12_mix006.csv,602,0,2,155,-15,127
fold3_room12_mix006.csv,620,0,2,157,-15,129
fold3_room12_mix006.csv,636,0,2,156,-13,128
fold3_room12_mix006.csv,637,0,2,155,-13,127
fold3_room12_mix006.csv,648,0,2,156,-13,127
fold3_room12_mix006.csv,719,0,2,156,-12,138
fold3_room12_mix006.csv,736,0,2,156,-14,131
fold3_room12_mix006.csv,738,0,2,155,-14,128
fold3_room12_mix006.csv,749,0,1,-176,-15,140
fold3_room12_mix006.csv,753,0,1,-176,-15,140
fold3_room12_mix006.csv,759,0,2,158,-13,133
fold3_room12_mix006.csv,767,0,2,158,-13,132
fold3_room12_mix006.csv,803,0,2,154,-14,125
fold3_room12_mix006.csv,806,0,2,154,-14,127
fold3_room12_mix006.csv,880,0,2,153,-12,127
fold3_room12_mix006.csv,881,0,2,153,-12,127
fold3_room12_mix006.csv,896,0,1,-177,-15,140
fold3_room12_mix006.csv,902,0,2,157,-13,132
fold3_room12_mix006.csv,928,0,2,157,-15,133
fold3_room12_mix006.csv,934,0,1,-177,-15,140
fold3_room12_mix006.csv,938,0,1,-176,-15,140
fold3_room12_mix006.csv,944,0,2,156,-14,133
fold3_room12_mix006.csv,947,0,2,156,-14,133
fold3_room12_mix006.csv,952,0,1,-176,-15,140
fold3_room12_mix006.csv,953,0,1,-176,-15,140
fold3_room12_mix006.csv,958,0,2,154,-14,129
fold3_room12_mix006.csv,968,0,2,153,-14,129
fold3_room12_mix006.csv,998,0,2,154,-12,137
fold3_room12_mix006.csv,1020,0,1,180,-16,130
fold3_room12_mix006.csv,1025,0,1,-177,-14,138
fold3_room12_mix006.csv,1036,0,1,-178,-15,140
fold3_room12_mix006.csv,1039,0,2,157,-14,137
fold3_room12_mix006.csv,1064,0,2,157,-14,138
fold3_room12_mix006.csv,1069,0,1,-178,-15,140
fold3_room12_mix006.csv,1099,0,1,-178,-14,140
fold3_room12_mix006.csv,1104,0,2,157,-13,137
fold3_room12_mix006.csv,1106,0,2,156,-14,137
fold3_room12_mix006.csv,1115,0,1,-178,-15,140
fold3_room12_mix006.csv,1121,0,1,-178,-15,141
fold3_room12_mix006.csv,1131,0,1,-179,-14,141
fold3_room12_mix006.csv,1152,0,1,-178,-15,141
fold3_room12_mix006.csv,1161,0,1,-178,-14,141
fold3_room12_mix006.csv,1191,0,1,-177,-15,140
fold3_room12_mix006.csv,1198,0,1,-176,-16,141
fold3_room12_mix006.csv,1240,0,1,-179,-14,141
fold3_room12_mix006.csv,1242,0,2,153,-12,155
fold3_room12_mix006.csv,1244,0,2,153,-12,155
fold3_room12_mix006.csv,1246,0,1,-178,-14,141
fold3_room12_mix006.csv,1297,0,1,-178,-15,142
fold3_room12_mix006.csv,1300,0,2,154,-10,156
fold3_room12_mix006.csv,1305,0,2,154,-11,156
fold3_room12_mix006.csv,1313,0,1,-178,-14,142
fold3_room12_mix006.csv,1358,0,1,-178,-14,142
fold3_room12_mix006.csv,1370,0,1,-178,-14,142
fold3_room12_mix006.csv,1373,0,1,-178,-14,142
fold3_room12_mix006.csv,1382,0,2,152,-11,154
fold3_room12_mix006.csv,1443,0,2,154,-12,148
fold3_room12_mix006.csv,1452,0,1,-178,-14,142
fold3_room12_mix006.csv,1462,0,1,-178,-14,142
fold3_room12_mix006.csv,1466,0,1,-178,-14,142
fold3_room12_mix006.csv,1471,0,2,156,-12,150
fold3_room12_mix006.csv,1501,0,2,152,-12,145
fold3_room12_mix006.csv,1510,0,1,-176,-14,139
fold3_room12_mix006.csv,1518,0,1,-176,-14,139
fold3_room12_mix006.csv,1521,0,1,-176,-14,140
fold3_room12_mix006.csv,1527,0,1,-177,-14,140
fold3_room12_mix007.csv,137,0,1,4,-1,302
fold3_room12_mix007.csv,139,0,1,5,-1,286
fold3_room12_mix007.csv,228,0,2,124,-19,104
fold3_room12_mix007.csv,231,0,2,125,-21,102
fold3_room12_mix007.csv,298,0,1,-115,-17,120
fold3_room12_mix007.csv,313,0,1,-116,-16,121
fold3_room12_mix007.csv,356,0,2,126,-17,104
fold3_room12_mix007.csv,371,0,2,126,-17,104
fold3_room12_mix007.csv,375,0,1,-120,-17,120
fold3_room12_mix007.csv,377,0,1,-121,-17,120
fold3_room12_mix007.csv,380,0,1,-120,-17,120
fold3_room12_mix007.csv,382,0,1,-120,-17,120
fold3_room12_mix007.csv,386,0,2,123,-17,104
fold3_room12_mix007.csv,389,0,2,125,-17,105
fold3_room12_mix007.csv,397,0,2,128,-18,105
fold3_room12_mix007.csv,417,0,2,128,-21,103
fold3_room12_mix007.csv,444,0,2,125,-22,103
fold3_room12_mix007.csv,447,0,2,125,-23,103
fold3_room12_mix007.csv,454,0,1,-120,-16,120
fold3_room12_mix007.csv,471,0,1,-119,-17,120
fold3_room12_mix007.csv,473,0,2,130,-22,104
fold3_room12_mix007.csv,478,0,2,130,-22,105
fold3_room12_mix007.csv,481,0,1,-119,-17,121
fold3_room12_mix007.csv,484,0,1,-119,-17,121
fold3_room12_mix007.csv,491,0,2,127,-18,102
fold3_room12_mix007.csv,537,0,2,126,-16,107
fold3_room12_mix007.csv,540,0,2,126,-17,105
fold3_room12_mix007.csv,548,0,2,126,-17,105
fold3_room12_mix007.csv,576,0,2,125,-18,104
fold3_room12_mix007.csv,593,0,2,123,-19,105
fold3_room12_mix007.csv,595,0,2,123,-19,105
fold3_room12_mix007.csv,632,0,2,122,-18,103
fold3_room12_mix007.csv,635,0,2,123,-19,103
fold3_room12_mix007.csv,755,0,2,122,-17,101
fold3_room12_mix007.csv,759,0,2,121,-18,102
fold3_room12_mix007.csv,770,0,2,121,-19,104
fold3_room12_mix007.csv,775,0,2,121,-19,104
fold3_room12_mix007.csv,778,0,2,121,-19,104
fold3_room12_mix007.csv,783,0,2,121,-19,104
fold3_room12_mix007.csv,787,0,2,122,-19,103
fold3_room12_mix007.csv,794,0,1,-119,-17,121
fold3_room12_mix007.csv,797,0,1,-119,-17,121
fold3_room12_mix007.csv,809,0,1,-119,-17,121
fold3_room12_mix007.csv,813,0,2,127,-18,103
fold3_room12_mix007.csv,817,0,2,127,-18,104
fold3_room12_mix007.csv,823,0,2,127,-18,103
fold3_room12_mix007.csv,830,0,2,126,-20,103
fold3_room12_mix007.csv,854,0,2,124,-18,103
fold3_room12_mix007.csv,875,0,2,123,-19,103
fold3_room12_mix007.csv,895,0,1,-120,-17,121
fold3_room12_mix007.csv,936,0,1,-119,-18,119
fold3_room12_mix007.csv,951,0,1,-120,-17,120
fold3_room12_mix007.csv,956,0,1,-120,-17,120
fold3_room12_mix007.csv,958,0,2,126,-17,105
fold3_room12_mix007.csv,968,0,2,126,-18,108
fold3_room12_mix007.csv,975,0,2,125,-18,107
fold3_room12_mix007.csv,1041,0,2,126,-15,110
fold3_room12_mix007.csv,1047,0,2,122,-15,109
fold3_room12_mix007.csv,1055,0,2,125,-15,108
fold3_room12_mix007.csv,1088,0,2,122,-17,103
fold3_room12_mix007.csv,1096,0,2,123,-17,103
fold3_room12_mix007.csv,1101,0,2,124,-17,104
fold3_room12_mix007.csv,1122,0,2,122,-14,109
fold3_room12_mix007.csv,1135,0,2,120,-12,129
fold3_room12_mix007.csv,1152,0,2,124,-16,107
fold3_room12_mix007.csv,1192,0,2,126,-16,105
fold3_room12_mix007.csv,1210,0,2,121,-16,108
fold3_room12_mix007.csv,1216,0,1,-128,-22,88
fold3_room12_mix007.csv,1233,0,1,-127,-23,90
fold3_room12_mix007.csv,1243,0,1,-129,-22,90
fold3_room12_mix007.csv,1307,0,1,-129,-22,91
fold3_room12_mix007.csv,1318,0,2,123,-17,105
fold3_room12_mix007.csv,1330,0,2,126,-18,107
fold3_room12_mix007.csv,1467,0,2,119,-19,105
fold3_room12_mix007.csv,1469,0,2,119,-19,104
fold3_room12_mix007.csv,1481,0,2,124,-19,104
fold3_room12_mix007.csv,1484,0,2,124,-19,104
fold3_room12_mix007.csv,1489,0,1,-117,-17,115
fold3_room12_mix007.csv,1494,0,1,-117,-17,115
fold3_room12_mix007.csv,1504,0,2,122,-18,103
fold3_room12_mix007.csv,1521,0,2,121,-19,105
fold3_room12_mix007.csv,1547,0,2,122,-19,105
fold3_room12_mix007.csv,1552,0,2,124,-19,107
fold3_room12_mix007.csv,1560,0,2,124,-19,106
fold3_room12_mix007.csv,1568,0,2,124,-20,107
fold3_room12_mix007.csv,1570,0,2,124,-20,107
fold3_room12_mix007.csv,1572,0,2,124,-22,110
fold3_room12_mix007.csv,1587,0,1,-120,-19,108
fold3_room12_mix007.csv,1594,0,1,-118,-18,114
fold3_room12_mix007.csv,1603,0,2,123,-16,113
fold3_room12_mix007.csv,1609,0,2,124,-17,110
fold3_room12_mix007.csv,1633,0,1,-117,-18,114
fold3_room12_mix007.csv,1635,0,1,-117,-18,114
fold3_room12_mix007.csv,2082,0,1,-130,-22,91
fold3_room12_mix007.csv,2086,0,1,-130,-22,91
fold3_room12_mix007.csv,2097,0,1,-130,-23,91
fold3_room12_mix007.csv,2111,0,1,-129,-22,91
fold3_room12_mix007.csv,2115,0,2,127,-17,109
fold3_room12_mix007.csv,2132,0,2,125,-19,106
fold3_room12_mix007.csv,2233,0,2,123,-16,107
fold3_room12_mix007.csv,2235,0,2,123,-17,108
fold3_room12_mix007.csv,2382,0,1,-133,-22,87
fold3_room12_mix007.csv,2393,0,1,-134,-23,88
fold3_room12_mix007.csv,2402,0,2,120,-16,113
fold3_room12_mix007.csv,2407,0,2,123,-16,109
fold3_room12_mix007.csv,2436,0,1,-125,-20,94
fold3_room12_mix007.csv,2439,0,1,-129,-21,90
fold3_room12_mix007.csv,2450,0,2,127,-16,106
fold3_room12_mix007.csv,2451,0,2,127,-17,106
fold3_room12_mix008.csv,1977,0,2,-160,-18,116
fold3_room12_mix008.csv,1982,0,2,-156,-18,117
fold3_room12_mix008.csv,1985,0,1,120,-18,123
fold3_room12_mix008.csv,1991,0,1,119,-17,123
fold3_room12_mix008.csv,2014,0,2,-161,-17,114
fold3_room12_mix008.csv,2016,0,2,-160,-16,114
fold3_room12_mix008.csv,2027,0,1,118,-17,124
fold3_room12_mix008.csv,2033,0,1,114,-18,120
fold3_room12_mix008.csv,2053,0,1,116,-18,121
fold3_room12_mix008.csv,2093,0,2,-167,-18,118
fold3_room12_mix008.csv,2096,0,1,116,-18,129
fold3_room12_mix008.csv,2125,0,2,-162,-18,117
fold3_room12_mix008.csv,2131,0,2,-165,-19,119
fold3_room12_mix008.csv,2134,0,2,-165,-19,119
fold3_room12_mix008.csv,2137,0,1,116,-18,128
fold3_room12_mix008.csv,2142,0,1,116,-17,128
fold3_room12_mix008.csv,2146,0,2,-160,-16,116
fold3_room12_mix008.csv,2166,0,2,-160,-17,116
fold3_room12_mix008.csv,2177,0,2,-160,-17,116
fold3_room12_mix008.csv,2192,0,2,-160,-16,115
fold3_room12_mix008.csv,2208,0,1,115,-17,128
fold3_room12_mix008.csv,2209,0,1,115,-17,128
fold3_room12_mix008.csv,2213,0,2,-161,-17,116
fold3_room12_mix008.csv,2219,0,2,-162,-17,116
fold3_room12_mix008.csv,2224,0,1,116,-17,128
fold3_room12_mix008.csv,2227,0,1,116,-17,129
fold3_room12_mix008.csv,2233,0,2,-161,-17,116
fold3_room12_mix008.csv,2280,0,2,-161,-18,119
fold3_room12_mix008.csv,2291,0,2,-160,-17,122
fold3_room12_mix008.csv,2305,0,2,-160,-17,123
fold3_room12_mix008.csv,2307,0,1,115,-17,130
fold3_room12_mix008.csv,2309,0,1,116,-17,129
fold3_room12_mix008.csv,2317,0,2,-162,-16,123
fold3_room12_mix008.csv,2329,0,2,-160,-15,120
fold3_room12_mix008.csv,2334,0,1,118,-16,133
fold3_room12_mix008.csv,2337,0,1,120,-16,127
fold3_room12_mix008.csv,2341,0,2,-161,-13,125
fold3_room12_mix008.csv,2369,0,2,-161,-15,125
fold3_room12_mix008.csv,2401,0,2,-162,-17,122
fold3_room12_mix008.csv,2403,0,2,-162,-16,120
fold3_room12_mix008.csv,2410,0,2,-161,-15,119
fold3_room12_mix008.csv,2417,0,2,-161,-15,120
fold3_room12_mix008.csv,2426,0,2,-161,-15,120
fold3_room12_mix008.csv,2433,0,2,-162,-16,120
fold3_room13_mix001.csv,28,0,1,1,-6,237
fold3_room13_mix001.csv,53,0,1,1,-6,237
fold3_room13_mix001.csv,126,0,2,-66,-14,121
fold3_room13_mix001.csv,138,0,2,-66,-14,122
fold3_room13_mix001.csv,156,0,2,-66,-14,123
fold3_room13_mix001.csv,205,0,2,-66,-14,122
fold3_room13_mix001.csv,207,0,2,-66,-14,122
fold3_room13_mix001.csv,245,0,2,-66,-14,122
fold3_room13_mix001.csv,246,0,2,-66,-14,122
fold3_room13_mix001.csv,279,0,2,-66,-14,122
fold3_room13_mix001.csv,298,0,2,-66,-14,123
fold3_room13_mix001.csv,335,0,2,-66,-14,123
fold3_room13_mix001.csv,337,0,2,-66,-14,123
fold3_room13_mix001.csv,349,0,2,-66,-14,122
fold3_room13_mix001.csv,369,0,2,-66,-14,122
fold3_room13_mix001.csv,378,0,2,-66,-14,122
fold3_room13_mix001.csv,406,0,2,-66,-13,123
fold3_room13_mix001.csv,418,0,2,-66,-14,122
fold3_room13_mix001.csv,428,0,2,-66,-14,122
fold3_room13_mix001.csv,436,0,1,1,-6,238
fold3_room13_mix001.csv,443,0,1,2,-6,238
fold3_room13_mix001.csv,449,0,2,-66,-14,120
fold3_room13_mix001.csv,460,0,2,-66,-15,121
fold3_room13_mix001.csv,473,0,1,2,-6,238
fold3_room13_mix001.csv,488,0,1,2,-6,238
fold3_room13_mix001.csv,504,0,2,-67,-14,114
fold3_room13_mix001.csv,516,0,2,-66,-14,118
fold3_room13_mix001.csv,536,0,1,1,-6,238
fold3_room13_mix001.csv,547,0,1,1,-6,239
fold3_room13_mix001.csv,550,0,1,1,-6,238
fold3_room13_mix001.csv,591,0,1,1,-6,238
fold3_room13_mix001.csv,625,0,2,-66,-14,120
fold3_room13_mix001.csv,633,0,2,-66,-14,120
fold3_room13_mix001.csv,643,0,1,1,-6,237
fold3_room13_mix001.csv,644,0,1,1,-6,236
fold3_room13_mix001.csv,649,0,2,-66,-15,121
fold3_room13_mix001.csv,658,0,2,-66,-14,120
fold3_room13_mix001.csv,669,0,2,-66,-14,120
fold3_room13_mix001.csv,679,0,2,-66,-15,120
fold3_room13_mix001.csv,681,0,1,2,-6,238
fold3_room13_mix001.csv,714,0,1,1,-5,225
fold3_room13_mix001.csv,725,0,1,2,-6,236
fold3_room13_mix001.csv,750,0,1,2,-6,237
fold3_room13_mix001.csv,767,0,1,2,-6,236
fold3_room13_mix001.csv,831,0,1,1,-6,237
fold3_room13_mix001.csv,873,0,1,1,-5,237
fold3_room13_mix001.csv,896,0,1,1,-6,237
fold3_room13_mix001.csv,934,0,1,1,-6,237
fold3_room13_mix001.csv,948,0,1,2,-6,238
fold3_room13_mix001.csv,967,0,2,-66,-14,121
fold3_room13_mix001.csv,980,0,2,-66,-14,124
fold3_room13_mix001.csv,1018,0,2,-66,-13,122
fold3_room13_mix001.csv,1028,0,2,-66,-14,119
fold3_room13_mix001.csv,1065,0,2,-66,-15,121
fold3_room13_mix001.csv,1070,0,2,-66,-15,123
fold3_room13_mix001.csv,1080,0,2,-66,-15,122
fold3_room13_mix001.csv,1093,0,2,-66,-14,123
fold3_room13_mix001.csv,1119,0,2,-66,-14,123
fold3_room13_mix001.csv,1137,0,2,-66,-15,122
fold3_room13_mix001.csv,1172,0,2,-66,-14,123
fold3_room13_mix001.csv,1179,0,2,-66,-14,123
fold3_room13_mix001.csv,1202,0,2,-66,-14,117
fold3_room13_mix001.csv,1246,0,2,-66,-13,118
fold3_room13_mix001.csv,1341,0,1,1,-6,238
fold3_room13_mix001.csv,1382,0,1,2,-6,237
fold3_room13_mix001.csv,1396,0,1,2,-6,238
fold3_room13_mix001.csv,1400,0,1,2,-5,239
fold3_room13_mix001.csv,1427,0,1,1,-6,237
fold3_room13_mix001.csv,1469,0,1,1,-6,238
fold3_room13_mix001.csv,1492,0,2,-65,-14,121
fold3_room13_mix001.csv,1535,0,2,-66,-14,122
fold3_room13_mix001.csv,1567,0,2,-66,-14,119
